SQ_CANDIDATO;SG_UF;estrato_final;cluster_final_codigo;perfil_patrimonial_final
10001595335;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001595336;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001595338;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001595339;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001595340;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001595342;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001595343;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001595344;AC;Patrimônio intermediário;intermediario_k10_c9;Patrimônio intermediário - rural agropecuário concentrado
10001595348;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001595349;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001595351;AC;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
10001595352;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001595354;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001595356;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001595357;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001595359;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001595364;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001600522;AC;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
10001601425;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001601426;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001601427;AC;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
10001601428;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001601429;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001601430;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001601431;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001601432;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001601434;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001601437;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001601439;AC;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
10001601440;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001601441;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001601442;AC;Patrimônio intermediário;intermediario_k10_c2;Patrimônio intermediário - imobiliário rural agropecuário
10001601443;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001601445;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001601531;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001601532;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001601533;AC;Patrimônio intermediário;intermediario_k10_c9;Patrimônio intermediário - rural agropecuário concentrado
10001601536;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001601537;AC;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
10001601539;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001601556;AC;Alto patrimônio;alto_k9_c8;Alto patrimônio - imobiliário rural agropecuário financeiro misto mais diversificado
10001601557;AC;Patrimônio intermediário;intermediario_k10_c2;Patrimônio intermediário - imobiliário rural agropecuário
10001601614;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001601615;AC;Alto patrimônio;alto_k9_c8;Alto patrimônio - imobiliário rural agropecuário financeiro misto mais diversificado
10001601616;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001606197;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001606199;AC;Patrimônio intermediário;intermediario_k10_c9;Patrimônio intermediário - rural agropecuário concentrado
10001606200;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001606202;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001606205;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001606209;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001606211;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001606212;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001606216;AC;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
10001606217;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001606219;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001606220;AC;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
10001606307;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001606495;AC;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
10001606499;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001606500;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001606502;AC;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
10001606506;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001606511;AC;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
10001606585;AC;Patrimônio intermediário;intermediario_k10_c3;Patrimônio intermediário - créditos direitos misto
10001612476;AC;Ultra-alto patrimônio;ultra_k7_c6;Ultra alto patrimônio - imobiliário misto
10001612477;AC;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
10001612484;AC;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
10001612485;AC;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
10001612486;AC;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
10001612487;AC;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
10001612488;AC;Ultra-alto patrimônio;ultra_k7_c0;Ultra alto patrimônio - imobiliário financeiro com rural agropecuário
10001612489;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001612491;AC;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
10001613550;AC;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
10001614193;AC;Patrimônio intermediário;intermediario_k10_c9;Patrimônio intermediário - rural agropecuário concentrado
10001614194;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001614195;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001614197;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001614198;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001614244;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001616168;AC;Alto patrimônio;alto_k9_c0;Alto patrimônio - veicular imobiliário
10001616169;AC;Ultra-alto patrimônio;ultra_k7_c2;Ultra alto patrimônio - imobiliário financeiro com societário
10001619990;AC;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
10001619991;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001619992;AC;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
10001619993;AC;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
10001619994;AC;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
10001619996;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001621643;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001621644;AC;Baixo patrimônio;baixo_k8_c4;Baixo patrimônio - rural agropecuário veicular
10001621645;AC;Alto patrimônio;alto_k9_c7;Alto patrimônio - imobiliário societário
10001621646;AC;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
10001621647;AC;Patrimônio intermediário;intermediario_k10_c3;Patrimônio intermediário - créditos direitos misto
10001621648;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001621649;AC;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
10001621650;AC;Alto patrimônio;alto_k9_c8;Alto patrimônio - imobiliário rural agropecuário financeiro misto mais diversificado
10001621651;AC;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
10001622405;AC;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
10001622406;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001622407;AC;Patrimônio intermediário;intermediario_k10_c9;Patrimônio intermediário - rural agropecuário concentrado
10001622408;AC;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
10001622411;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001622412;AC;Ultra-alto patrimônio;ultra_k7_c5;Ultra alto patrimônio - societário concentrado
10001622413;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001622762;AC;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
10001622763;AC;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
10001622764;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001622765;AC;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
10001622768;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001622770;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001622772;AC;Alto patrimônio;alto_k9_c7;Alto patrimônio - imobiliário societário
10001622776;AC;Patrimônio intermediário;intermediario_k10_c9;Patrimônio intermediário - rural agropecuário concentrado
10001622777;AC;Baixo patrimônio;baixo_k8_c4;Baixo patrimônio - rural agropecuário veicular
10001622780;AC;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
10001622781;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001623439;AC;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
10001623440;AC;Ultra-alto patrimônio;ultra_k7_c2;Ultra alto patrimônio - imobiliário financeiro com societário
10001623537;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001623538;AC;Patrimônio intermediário;intermediario_k10_c3;Patrimônio intermediário - créditos direitos misto
10001623539;AC;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
10001623542;AC;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
10001623546;AC;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
10001623547;AC;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
10001623548;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001623550;AC;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
10001623552;AC;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
10001635527;AC;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
10001635529;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001635530;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001635531;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001635532;AC;Ultra-alto patrimônio;ultra_k7_c0;Ultra alto patrimônio - imobiliário financeiro com rural agropecuário
10001635536;AC;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
10001635538;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001635539;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001635540;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001635541;AC;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
10001635542;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001635765;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001635766;AC;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
10001635768;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001635769;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001635770;AC;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
10001635772;AC;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
10001635777;AC;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
10001635778;AC;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
10001635779;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001635784;AC;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
10001639519;AC;Patrimônio intermediário;intermediario_k10_c3;Patrimônio intermediário - créditos direitos misto
10001639520;AC;Ultra-alto patrimônio;ultra_k7_c1;Ultra alto patrimônio - rural agropecuário imobiliário
10001642311;AC;Patrimônio intermediário;intermediario_k10_c9;Patrimônio intermediário - rural agropecuário concentrado
10001642313;AC;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
10001642314;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001642316;AC;Patrimônio intermediário;intermediario_k10_c9;Patrimônio intermediário - rural agropecuário concentrado
10001642317;AC;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
10001642319;AC;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
10001642320;AC;Patrimônio intermediário;intermediario_k10_c2;Patrimônio intermediário - imobiliário rural agropecuário
10001642323;AC;Patrimônio intermediário;intermediario_k10_c2;Patrimônio intermediário - imobiliário rural agropecuário
10001642324;AC;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
10001642325;AC;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
10001642327;AC;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
10001642328;AC;Baixo patrimônio;baixo_k8_c5;Baixo patrimônio - créditos direitos financeiro
10001642330;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001642332;AC;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
10001642333;AC;Alto patrimônio;alto_k9_c0;Alto patrimônio - veicular imobiliário
10001642334;AC;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
10001642337;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001642339;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001643313;AC;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
10001643314;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001643315;AC;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
10001643316;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001643317;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001643318;AC;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
10001643321;AC;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
10001643322;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001643323;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001643324;AC;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
10001643325;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001643326;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001643327;AC;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
10001643328;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001643330;AC;Baixo patrimônio;baixo_k8_c4;Baixo patrimônio - rural agropecuário veicular
10001643427;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001643428;AC;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
10001643431;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001643433;AC;Patrimônio intermediário;intermediario_k10_c2;Patrimônio intermediário - imobiliário rural agropecuário
10001643434;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001643439;AC;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
10001643440;AC;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
10001643444;AC;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
10001643445;AC;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
10001643446;AC;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
10001643544;AC;Ultra-alto patrimônio;ultra_k7_c4;Ultra alto patrimônio - imobiliário concentrado
10001643545;AC;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
10001643546;AC;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
10001643697;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001643701;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001643702;AC;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
10001643704;AC;Patrimônio intermediário;intermediario_k10_c9;Patrimônio intermediário - rural agropecuário concentrado
10001643705;AC;Patrimônio intermediário;intermediario_k10_c2;Patrimônio intermediário - imobiliário rural agropecuário
10001643706;AC;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
10001643843;AC;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
10001643844;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001643845;AC;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
10001643846;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001643847;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001643849;AC;Patrimônio intermediário;intermediario_k10_c2;Patrimônio intermediário - imobiliário rural agropecuário
10001643850;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001643851;AC;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
10001643852;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001643854;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001643856;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001643859;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001649256;AC;Patrimônio intermediário;intermediario_k10_c9;Patrimônio intermediário - rural agropecuário concentrado
10001649310;AC;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
10001649313;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001649314;AC;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
10001649315;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001649316;AC;Patrimônio intermediário;intermediario_k10_c2;Patrimônio intermediário - imobiliário rural agropecuário
10001649318;AC;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
10001649319;AC;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
10001649320;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001649321;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001649322;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001649325;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001649326;AC;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
10001649329;AC;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
10001649330;AC;Ultra-alto patrimônio;ultra_k7_c1;Ultra alto patrimônio - rural agropecuário imobiliário
10001649409;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001649410;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001649411;AC;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
10001649412;AC;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
10001649413;AC;Patrimônio intermediário;intermediario_k10_c9;Patrimônio intermediário - rural agropecuário concentrado
10001649415;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001649416;AC;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
10001649417;AC;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
10001650027;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001650028;AC;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
10001650030;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001650032;AC;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
10001650033;AC;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
10001655352;AC;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
10001655353;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001655354;AC;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
10001655356;AC;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
10001655359;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001655719;AC;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
10001655720;AC;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
10001655722;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001670806;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001670853;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001670854;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001670856;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001670859;AC;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
10001670861;AC;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
10001670862;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001670863;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001670864;AC;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
10001670874;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001714547;AC;Ultra-alto patrimônio;ultra_k7_c2;Ultra alto patrimônio - imobiliário financeiro com societário
10001714549;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001716340;AC;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
10001716341;AC;Ultra-alto patrimônio;ultra_k7_c1;Ultra alto patrimônio - rural agropecuário imobiliário
10001716342;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001716343;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001716346;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001716347;AC;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
10001717436;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001723626;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001723786;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001723792;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001723799;AC;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
10001723800;AC;Alto patrimônio;alto_k9_c8;Alto patrimônio - imobiliário rural agropecuário financeiro misto mais diversificado
10001723802;AC;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
